"","webid","name","hlyRange","dlyRange","mlyRange"
"6889",3521,"RAPID CITY","N/A","1977-08-01/1997-07-31","1977-01-01/1997-07-01"
"6890",3522,"RAPID CITY FORREST","N/A","1885-04-01/1939-04-30","1885-01-01/1939-12-01"
"6891",29795,"RAT RIVER","N/A","2000-02-01/2001-08-31","2000-02-01/2001-08-01"
"6892",3654,"RATHWELL","N/A","1967-05-01/2001-02-28","1967-01-01/2001-02-01"
"6893",3897,"RED SUCKER LAKE A","N/A","1985-10-01/1989-03-31","1985-01-01/1987-12-01"
"6894",3523,"REGENT","N/A","1955-03-01/1966-10-31","1955-01-01/1966-12-01"
"6895",29796,"REINDEER LAKE","N/A","2000-02-01/2001-10-31","2000-02-01/2001-10-01"
"6896",3755,"RENNIE","N/A","1948-06-01/2012-05-16","1948-01-01/2007-11-01"
"6897",3524,"RESTON","N/A","1952-06-01/1994-06-30","1952-01-01/1994-12-01"
"6898",3655,"RICHER","N/A","1979-05-01/1998-04-30","1979-01-01/1998-04-01"
"6899",3841,"RIDING MOUNTAIN PARK","N/A","1960-08-01/1983-06-30","1960-01-01/1983-12-01"
"6900",3525,"RIDING MTN AUDY","N/A","1977-09-01/1990-04-30","1977-01-01/1990-12-01"
"6901",3526,"RIVERS","N/A","1984-08-01/1991-01-31","1984-01-01/1991-11-01"
"6902",3527,"RIVERS A","1953-01-01/1983-10-30","1938-07-01/1970-10-31","1938-01-01/1970-12-01"
"6903",3457,"RIVERS PETTAPIECE","N/A","1987-07-01/2012-05-16","1987-01-01/2007-11-01"
"6904",3756,"RIVERTON","N/A","1967-07-01/1969-03-31","1967-01-01/1969-12-01"
"6905",27119,"ROBLIN","1996-08-29/2012-05-16","1996-03-01/2012-05-16","1996-03-01/2007-11-01"
"6906",3528,"ROBLIN","N/A","1969-11-01/1979-12-31","1969-01-01/1979-12-01"
"6907",3529,"ROBLIN","N/A","1980-04-01/1997-03-31","1980-01-01/1997-03-01"
"6908",6879,"ROBLIN FRIESEN 3 NORTHWEST","N/A","1991-03-01/2012-05-16","1991-01-01/2007-11-01"
"6909",3530,"ROBLIN NORTH","N/A","1980-06-01/1986-05-31","1980-01-01/1986-12-01"
"6910",3656,"ROLAND","N/A","1951-09-01/1980-09-30","1951-01-01/1980-12-01"
"6911",3842,"RORKETON WEST","N/A","1982-07-01/2003-11-30","1982-01-01/2003-11-01"
"6912",6886,"ROSE ISLE","N/A","1993-12-01/2002-05-31","1993-01-01/2002-05-01"
"6913",3657,"ROSEAU RIVER","N/A","1979-08-01/1980-08-31","1979-01-01/1980-12-01"
"6914",3658,"ROSEBANK","N/A","1892-04-01/1915-07-31","1892-01-01/1915-12-01"
"6915",11004,"ROSEISLE","N/A","2001-12-01/2005-08-31","2001-12-01/2005-08-01"
"6916",3757,"ROSS","N/A","1967-05-01/1977-08-31","1967-01-01/1977-12-01"
"6917",3531,"ROSSBURN","N/A","1955-06-01/1990-11-30","1955-01-01/1990-12-01"
"6918",3532,"ROSSBURN 10N","N/A","1971-06-01/1980-09-30","1971-01-01/1980-12-01"
"6919",3458,"ROSSBURN 4 NORTH","N/A","1986-09-01/2012-05-14","1986-01-01/2007-11-01"
"6920",3660,"ROSSER","N/A","1964-11-01/1969-09-30","1964-01-01/1969-12-01"
"6921",3533,"RUSSELL","N/A","1883-02-01/1990-10-31","1883-01-01/1990-12-01"
"6922",3843,"RUSSELL BARNARDO","N/A","1895-08-01/1906-06-30","1895-01-01/1906-12-01"
"6923",3899,"RUTTAN LAKE","N/A","1973-12-01/1991-05-31","1973-01-01/1991-11-01"
"6924",3898,"RUTTAN LAKE","N/A","1971-07-01/1972-09-30","1971-01-01/1972-12-01"
"6925",3537,"SANDY LAKE","N/A","1973-05-01/2005-03-31","1973-01-01/2005-03-01"
"6926",6889,"SCHANZENFELD","N/A","1991-03-01/2012-05-16","1991-01-01/2007-11-01"
"6927",3670,"SELKIRK","N/A","1963-11-01/2008-03-18","1963-01-01/2007-11-01"
"6928",3759,"SEVEN SISTERS FALLS","N/A","1950-09-01/1970-03-31","1950-01-01/1970-12-01"
"6929",3760,"SEVEN SISTERS OYES","N/A","1980-06-01/1980-09-30","1980-01-01/1980-12-01"
"6930",3900,"SHAMATTAWA A","N/A","1985-10-01/1985-10-31","N/A"
"6931",3538,"SHARPE LAKE","N/A","1988-05-01/1988-08-31","1988-01-01/1988-12-01"
"6932",3539,"SHILO","1954-07-01/1999-05-04","1954-07-01/1970-06-30","1954-01-01/1970-12-01"
"6933",3540,"SHOAL LAKE","N/A","1883-09-01/1900-02-28","1883-01-01/1900-12-01"
"6934",3542,"SHOAL LAKE","N/A","1978-05-01/1983-10-31","1978-01-01/1983-12-01"
"6935",3541,"SHOAL LAKE","N/A","1966-11-01/1977-10-31","1966-01-01/1977-12-01"
"6936",10927,"SHOAL LAKE CS","1994-02-01/2012-05-16","1993-05-07/2012-05-16","1996-02-01/2007-10-01"
"6937",3847,"SIDNEY","N/A","1989-09-01/1990-02-28","1989-01-01/1990-12-01"
"6938",3543,"SILVERTON EXP ST","N/A","1951-01-01/1958-09-30","1951-01-01/1958-12-01"
"6939",3901,"SNOW LAKE","N/A","1983-02-01/1998-06-30","1983-01-01/1998-06-01"
"6940",27870,"SNOW LAKE ANDERSON BAY","N/A","1999-03-01/2000-03-31","1999-03-01/2000-03-01"
"6941",3671,"SNOWFLAKE","N/A","1987-09-01/2011-05-30","1987-01-01/2007-11-01"
"6942",3635,"SNOWFLAKE 4NE","N/A","1987-09-01/1995-10-31","1987-01-01/1995-10-01"
"6943",3544,"SOMERSET","N/A","1970-05-01/1998-01-31","1970-01-01/1998-01-01"
"6944",3546,"SOURIS","N/A","1912-10-01/1972-10-31","1912-01-01/1972-12-01"
"6945",3545,"SOURIS","N/A","1982-07-01/2006-09-30","1982-01-01/2006-09-01"
"6946",6882,"SOURIS 2","N/A","1992-10-01/1996-06-30","1992-01-01/1996-06-01"
"6947",3902,"SOUTH BAY","N/A","1973-10-01/1976-10-31","1973-01-01/1976-12-01"
"6948",3903,"SOUTH INDIAN LAKE","N/A","1976-06-01/1989-06-30","1976-01-01/1989-12-01"
"6949",3904,"SOUTH INDIAN LAKE AIRPORT","N/A","1989-06-01/1998-10-31","1989-01-01/1998-10-01"
"6950",3672,"SPERLING","N/A","1969-05-01/2003-10-31","1969-01-01/2003-10-01"
"6951",29797,"SPLIT LAKE","N/A","2000-01-01/2000-09-30","2000-04-01/2000-09-01"
"6952",3673,"SPRAGUE","N/A","1915-09-01/1998-03-31","1915-01-01/1998-03-01"
"6953",10196,"SPRAGUE","1994-02-01/2012-05-16","1992-12-01/2012-05-16","1996-02-01/2007-11-01"
"6954",3761,"SPRUCE TCPL 43","N/A","1969-11-01/1983-01-31","1969-01-01/1983-12-01"
"6955",3534,"ST ALBANS","N/A","1885-01-01/1960-10-31","1885-01-01/1960-12-01"
"6956",3535,"ST ALPHONSE","N/A","1962-10-01/2012-05-16","1962-01-01/2007-11-01"
"6957",3844,"ST AMBROISE","N/A","1970-07-01/2004-02-29","1970-01-01/2004-02-01"
"6958",3662,"ST ANDREWS","N/A","1874-01-01/1992-07-31","1874-01-01/1992-12-01"
"6959",3659,"ST ANDREWS A","1976-03-15/1985-09-15","1976-03-01/1985-08-31","1976-01-01/1985-12-01"
"6960",3663,"ST BONIFACE BENTWOOD","N/A","1970-11-01/1980-09-30","1970-01-01/1980-12-01"
"6961",3664,"ST CLAUDE","N/A","1964-05-01/2012-05-13","1964-01-01/2007-11-01"
"6962",3666,"ST EUSTACHE","N/A","1989-09-01/1991-05-31","1989-01-01/1991-12-01"
"6963",6887,"ST JEAN BAPTISTE","N/A","1993-12-01/1997-12-31","1993-01-01/1997-12-01"
"6964",3667,"ST LABRE","N/A","1981-09-01/2012-05-16","1981-01-01/2007-11-01"
"6965",3845,"ST LAURENT","N/A","1980-11-01/1982-04-30","1981-01-01/1982-12-01"
"6966",3536,"ST LAZARE","N/A","1954-01-01/1954-04-30","1954-01-01/1954-12-01"
"6967",3668,"ST MALO","N/A","1980-05-01/2008-05-30","1980-01-01/2007-11-01"
"6968",3669,"ST NORBERT","N/A","1970-08-01/1976-06-30","1970-01-01/1976-12-01"
"6969",6888,"ST PIERRE JOLYS","N/A","1993-12-01/2005-05-31","1993-12-01/2005-05-01"
"6970",3674,"STARBUCK","N/A","1962-05-01/2004-04-30","1962-01-01/2004-04-01"
"6971",3661,"STE ANNE","N/A","1979-05-01/2000-05-31","1979-01-01/2000-05-01"
"6972",3634,"STE ANNE SE5","N/A","1979-05-01/1982-06-30","1979-01-01/1982-12-01"
"6973",3665,"STE ELIZABETH","N/A","1973-04-01/1989-11-30","1973-01-01/1989-12-01"
"6974",3758,"STE GENEVIEVE","N/A","1950-06-01/1995-10-31","1950-01-01/1995-10-01"
"6975",3846,"STE ROSE","N/A","1975-08-01/2009-07-27","1975-01-01/2007-11-01"
"6976",3848,"STEEP ROCK","N/A","1960-02-01/2001-03-31","1960-01-01/2001-03-01"
"6977",3675,"STEINBACH","N/A","1956-01-01/2005-03-31","1956-01-01/2005-03-01"
"6978",3676,"STONEWALL","N/A","1959-12-01/1991-09-30","1959-01-01/1991-11-01"
"6979",6883,"STONEWALL","N/A","1992-09-01/1994-12-31","1992-01-01/1994-12-01"
"6980",3677,"STONY MOUNTAIN","N/A","1878-01-01/1919-12-31","1878-01-01/1937-12-01"
"6981",3678,"STONY MOUNTAIN","N/A","1972-01-01/2012-05-16","1972-01-01/2007-11-01"
"6982",3547,"STRATHCLAIR","N/A","1962-06-01/2012-05-16","1962-01-01/2007-11-01"
"6983",6890,"STUARTBURN","N/A","1993-06-01/2003-10-31","1993-01-01/2003-10-01"
"6984",3679,"SUNDOWN","N/A","1980-12-01/2000-06-30","1980-01-01/2000-06-01"
"6985",3548,"SWAN LAKE","N/A","1885-04-01/1930-03-31","1885-01-01/1930-12-01"
"6986",3849,"SWAN RIVER","N/A","1904-07-01/2008-09-30","1904-01-01/2006-06-01"
"6987",3850,"SWAN RIVER 2","N/A","1967-09-01/1998-01-31","1967-01-01/1998-01-01"
"6988",10188,"SWAN RIVER RCS","1994-02-01/2012-05-16","1993-03-27/2012-05-16","1996-10-01/2007-10-01"
"6989",30475,"TADOULE LAKE CS","2000-11-10/2012-05-16","2000-09-01/2012-05-16","2000-09-01/2007-11-01"
"6990",3680,"TEULON","N/A","1970-06-01/1974-11-30","1970-01-01/1974-12-01"
"6991",3863,"THE PAS","N/A","1910-06-01/1969-05-31","1910-01-01/1969-12-01"
"6992",3864,"THE PAS A","1953-01-01/2012-05-16","1943-01-01/2012-05-16","1943-01-01/2011-07-01"
"6993",3865,"THE PAS CDA EPF","N/A","1951-05-01/1964-08-31","1951-01-01/1964-12-01"
"6994",43983,"THE PAS CLIMATE","2005-08-22/2012-05-16","2005-08-22/2012-05-16","2007-08-01/2007-11-01"
"6995",3905,"THOMPSON A","1967-04-01/2012-05-16","1967-04-01/2012-05-16","1967-01-01/2007-11-01"
"6996",3906,"THOMPSON NRC","N/A","1966-10-01/1969-04-30","1966-01-01/1969-12-01"
"6997",3907,"THOMPSON SOUTH","N/A","1979-06-01/1979-09-30","1979-01-01/1979-12-01"
"6998",3908,"THOMPSON ZOO","N/A","1990-06-01/2012-05-16","1990-01-01/2007-11-01"
"6999",3851,"TOBARMORE","N/A","1986-06-01/1986-09-30","1986-01-01/1986-12-01"
"7000",6891,"TOLSTOI","N/A","1993-06-01/1994-09-30","1993-01-01/1994-12-01"
"7001",3549,"TREHERNE","N/A","1885-04-01/1978-07-31","1885-01-01/1978-12-01"
"7002",3550,"TREHERNE 8N","N/A","1970-06-01/1973-11-30","1970-01-01/1973-12-01"
"7003",3551,"TURTLE MOUNTAIN","N/A","1883-06-01/1907-09-30","1883-01-01/1907-12-01"
"7004",3552,"TURTLE MOUNTAIN 1","N/A","1978-10-01/1979-09-30","1978-01-01/1979-12-01"
"7005",3681,"TURTLE MOUNTAIN 10","N/A","1978-11-01/1986-02-28","1978-01-01/1986-12-01"
"7006",3682,"TURTLE MOUNTAIN 11","N/A","1978-11-01/2005-03-31","1978-01-01/2005-03-01"
"7007",3683,"TURTLE MOUNTAIN 12","N/A","1979-01-01/1985-05-31","1979-01-01/1985-12-01"
"7008",3553,"TURTLE MOUNTAIN 2","N/A","1978-10-01/1986-05-31","1978-01-01/1986-12-01"
"7009",3554,"TURTLE MOUNTAIN 3","N/A","1978-11-01/1992-05-31","1978-01-01/1992-12-01"
"7010",3555,"TURTLE MOUNTAIN 4","N/A","1978-11-01/1986-11-30","1978-01-01/1986-12-01"
"7011",3556,"TURTLE MOUNTAIN 5","N/A","1978-11-01/1979-10-31","1978-01-01/1979-12-01"
"7012",3557,"TURTLE MOUNTAIN 6","N/A","1978-10-01/2008-03-31","1978-01-01/2007-11-01"
"7013",3558,"TURTLE MOUNTAIN 7","N/A","1978-11-01/1981-08-31","1978-01-01/1981-12-01"
"7014",3559,"TURTLE MOUNTAIN 8","N/A","1978-11-01/1980-01-31","1978-01-01/1980-12-01"
"7015",9035,"VICTORIA BEACH (AUT)","1996-06-13/2012-05-16","1996-06-01/2012-05-16","1996-07-01/2006-08-01"
"7016",3560,"VIRDEN","N/A","1890-10-01/2005-03-31","1890-01-01/2005-03-01"
"7017",3561,"VIRDEN SCARTH","N/A","1961-06-01/1976-08-31","1961-01-01/1976-12-01"
"7018",47367,"VIRDEN WATER","N/A","2008-07-25/2012-05-16","N/A"
"7019",3685,"VITA","N/A","1979-10-01/1983-12-31","1979-01-01/1983-12-01"
"7020",3684,"VITA","N/A","1953-07-01/1995-12-31","1953-01-01/1995-12-01"
"7021",3852,"VOGAR","N/A","1966-07-01/2008-07-28","1966-01-01/2007-11-01"
"7022",3910,"WABOWDEN","N/A","1982-08-01/2001-09-30","1982-01-01/2001-09-01"
"7023",3909,"WABOWDEN","1953-01-01/1971-02-28","1943-03-01/1971-02-28","1943-01-01/1971-12-01"
"7024",31169,"WABOWDEN 2","N/A","2001-07-01/2008-08-09","2001-07-01/2007-11-01"
"7025",29553,"WALKER LAKE","N/A","1999-12-01/2007-08-31","1999-12-01/2007-08-01"
"7026",3866,"WANLESS","N/A","1935-09-01/1995-12-31","1935-01-01/1995-12-01"
"7027",3687,"WARREN","N/A","1924-05-01/1991-10-31","1924-01-01/1991-12-01"
"7028",3562,"WASAGAMING","1994-02-01/2012-05-16","1966-03-01/2012-05-16","1966-01-01/2007-11-01"
"7029",3563,"WASKADA","N/A","1986-01-01/1989-04-30","1986-01-01/1988-12-01"
"7030",3564,"WASKADA","N/A","1924-04-01/1987-03-31","1924-01-01/1987-12-01"
"7031",29555,"WASKWATIM LAKE","N/A","1999-12-01/2007-11-30","2000-02-01/2006-11-01"
"7032",3565,"WAWANESA","N/A","1979-10-01/1980-11-30","1979-01-01/1980-12-01"
"7033",3566,"WAWANESA EAST","N/A","1984-09-01/1985-11-30","1984-01-01/1985-12-01"
"7034",3911,"WHISKEY JACK","N/A","1971-01-01/1972-04-30","1971-01-01/1972-12-01"
"7035",3569,"WHITE HORSE PLAINS","N/A","1988-06-01/1989-10-31","1988-01-01/1989-12-01"
"7036",3688,"WHITEMOUTH LAKE","N/A","1972-09-01/1981-10-31","1972-01-01/1981-12-01"
"7037",27174,"WINNIPEG 'A' CS","N/A","1996-10-01/2012-05-16","1996-10-01/2007-11-01"
"7038",27525,"WINNIPEG A FIRE HALL","N/A","1997-11-01/2002-04-30","1997-11-01/2002-04-01"
"7039",3689,"WINNIPEG ANDERSON AVE","N/A","1955-04-01/1956-06-30","1955-01-01/1955-12-01"
"7040",3690,"WINNIPEG ASSINIBOINE PARK","N/A","1989-05-01/1992-08-31","1989-01-01/1992-12-01"
"7041",3691,"WINNIPEG BLUMBERG GOLF COURSE","N/A","1989-05-01/1992-08-31","1989-01-01/1992-12-01"
"7042",3692,"WINNIPEG BROOKLANDS","N/A","1955-04-01/1955-08-31","1955-01-01/1955-12-01"
"7043",43187,"WINNIPEG CANGENE","N/A","2004-11-01/2008-12-09","2004-11-01/2007-11-01"
"7044",3693,"WINNIPEG CHARLESWOOD","N/A","1955-04-01/1966-11-30","1955-01-01/1966-12-01"
"7045",43185,"WINNIPEG CHARLESWOOD 2","N/A","2004-10-26/2012-04-30","2004-11-01/2007-11-01"
"7046",3686,"WINNIPEG CHARLESWOOD LAGOON","N/A","1964-10-01/1992-08-31","1989-01-01/1992-12-01"
"7047",3695,"WINNIPEG CLARE AVE","N/A","1955-05-01/1958-11-30","1955-01-01/1958-12-01"
"7048",3696,"WINNIPEG E KILDONAN","N/A","1955-04-01/1959-06-30","1955-01-01/1959-12-01"
"7049",43194,"WINNIPEG FED LAB","N/A","2004-11-01/2008-04-28","2004-11-01/2007-11-01"
"7050",3697,"WINNIPEG FLORA AVE","N/A","1955-04-01/1957-08-31","1955-01-01/1957-12-01"
"7051",3694,"WINNIPEG FORT WHYTE","N/A","1985-10-01/1988-03-31","1985-01-01/1988-12-01"
"7052",43186,"WINNIPEG GRACE HOSPITAL","N/A","2004-11-01/2006-01-31","2004-11-01/2006-01-01"
"7053",27000,"WINNIPEG HANGARLINE ROAD","N/A","1994-07-01/1997-05-31","1994-01-01/1997-05-01"
"7054",3568,"WINNIPEG HURST RESERVOIR","N/A","1989-05-01/1990-08-31","1989-01-01/1990-12-01"
"7055",3567,"WINNIPEG MCPHILLIPS SLEDGE BEDS","N/A","1989-05-01/1992-08-31","1989-01-01/1992-12-01"
"7056",27170,"WINNIPEG PACIFIC AVENUE","N/A","1996-03-01/1999-02-28","1996-03-01/1999-02-01"
"7057",3699,"WINNIPEG PERTH","N/A","1960-08-01/1960-10-31","1960-01-01/1960-12-01"
"7058",47407,"WINNIPEG RICHARDSON AWOS","2008-07-03/2012-05-16","2008-07-03/2012-05-16","N/A"
"7059",3698,"WINNIPEG RICHARDSON INT'L A","1953-01-01/2012-05-16","1938-01-01/2008-07-24","1938-01-01/2007-11-01"
"7060",3704,"WINNIPEG SHERBROOK ST","N/A","1955-04-01/1963-11-30","1955-01-01/1963-12-01"
"7061",3705,"WINNIPEG SHERBURN ST","N/A","1955-04-01/1957-08-31","1955-01-01/1957-12-01"
"7062",27230,"WINNIPEG SOUTH","N/A","1996-11-01/2005-04-30","1996-11-01/2005-04-01"
"7063",3700,"WINNIPEG ST BONIFACE","N/A","1955-05-01/1959-11-30","1955-01-01/1959-12-01"
"7064",3701,"WINNIPEG ST BONIFACE WW","N/A","1960-06-01/1981-07-31","1960-01-01/1981-12-01"
"7065",3702,"WINNIPEG ST JAMES","N/A","1955-04-01/1956-10-31","1955-01-01/1956-12-01"
"7066",3703,"WINNIPEG ST JOHNS COLL","N/A","1872-03-01/1938-07-31","1872-01-01/1938-12-01"
"7067",3706,"WINNIPEG STP","N/A","1960-06-01/1989-12-31","1960-01-01/1989-12-01"
"7068",28051,"WINNIPEG THE FORKS","1999-11-01/2012-05-16","1999-11-01/2012-05-16","1999-11-01/2007-11-01"
"7069",3707,"WINNIPEG TRANSCONA","N/A","1967-07-01/1968-11-30","1967-01-01/1968-12-01"
"7070",3708,"WINNIPEG U OF MANITOBA","N/A","1939-06-01/1949-04-30","1939-01-01/1949-12-01"
"7071",3709,"WINNIPEG U OF MANITOBA","N/A","1961-05-01/1968-12-31","1961-01-01/1968-12-01"
"7072",3711,"WINNIPEG W KILDONAN","N/A","1955-04-01/1955-10-31","1955-01-01/1955-12-01"
"7073",3710,"WINNIPEG WINDSOR GOLF COURSE","N/A","1989-05-01/1992-08-31","1989-01-01/1992-12-01"
"7074",43193,"WINNIPEG WTC STAPON","N/A","2004-11-01/2008-12-09","2004-11-01/2007-11-01"
"7075",3854,"WINNIPEGOSIS","N/A","1982-07-01/2007-07-31","1982-01-01/2007-07-01"
"7076",3855,"WINNIPEGOSIS SOUTH EAST","N/A","1982-07-01/1995-10-31","1982-01-01/1999-12-01"
"7077",3712,"WOODRIDGE","N/A","1979-05-01/1981-09-30","1979-01-01/1981-12-01"
"7078",3912,"YORK FACTORY","N/A","1874-10-01/2007-01-31","1874-01-01/2007-01-01"
"7079",3713,"ZHODA","N/A","1980-11-01/2000-06-30","1980-01-01/2000-06-01"
"7080",1623,"AKLAVIK A","1953-01-01/2012-05-16","1926-07-01/2009-12-30","1926-01-01/2007-11-01"
"7081",1624,"AKLAVIK RADIOSONDE","N/A","1953-03-01/1960-09-30","1953-01-01/1960-12-01"
"7082",1625,"ANGUS TOWER","N/A","1968-06-01/1990-08-31","1968-01-01/1990-12-01"
"7083",1626,"ARCTIC RED RIVER","N/A","1974-06-01/1975-08-31","1974-01-01/1975-12-01"
"7084",1627,"ATKINSON POINT","N/A","1959-01-01/1963-08-31","1959-01-01/1963-12-01"
"7085",27118,"AULAVIK NATIONAL PARK","1996-08-21/2012-05-16","1996-08-21/2012-05-16","1998-02-01/2007-08-01"
"7086",1629,"BEAR TOWER","N/A","1989-05-01/1990-08-31","1989-01-01/1990-12-01"
"7087",1631,"CADILLAC MINE","N/A","1970-01-01/1982-05-31","1970-01-01/1982-12-01"
"7088",1632,"CAMERON HILLS","N/A","1974-05-01/1974-08-31","1975-01-01/1975-12-01"
"7089",8932,"CAMSELL RIVER (AUT)","1983-10-19/1990-11-09","N/A","N/A"
"7090",10075,"CAPE BATHURST","1986-09-11/1989-08-05","N/A","N/A"
"7091",1787,"CAPE NOREM","N/A","1970-04-01/1970-08-31","1970-01-01/1970-12-01"
"7092",1633,"CAPE PARRY A","1956-01-01/2012-05-16","1957-05-01/2012-05-16","1957-01-01/2007-08-01"
"7093",1636,"CLIFTON POINT","N/A","1959-01-01/1963-07-31","1959-01-01/1963-12-01"
"7094",10896,"CLUT LAKE (AUT)","1994-02-01/2005-05-04","1994-10-31/2010-03-03","1998-01-01/2000-09-01"
"7095",1638,"COLOMAC MINE","N/A","1989-07-01/1991-02-28","1989-01-01/1991-11-01"
"7096",10867,"COLVILLE LAKE","1994-02-01/2012-05-16","1995-04-12/2012-05-16","2004-08-01/2006-07-01"
"7097",31187,"DEADMEN VALLEY","2001-08-16/2012-05-16","2001-08-01/2012-05-16","2001-08-01/2007-09-01"
"7098",6850,"DELINE A","1991-11-01/2012-05-16","1991-01-01/2008-12-30","1991-01-01/2007-11-01"
"7099",27749,"DELINE CS","1999-02-17/2012-05-16","1999-02-01/2012-05-16","1999-03-01/2007-09-01"
"7100",27240,"EKATI A","1997-07-31/2012-05-16","1998-02-01/2008-12-31","1998-03-01/2007-11-01"
"7101",1642,"FLAT RIVER","N/A","1960-08-01/1960-09-30","1960-01-01/1960-12-01"
"7102",1643,"FORT FRANKLIN","N/A","1974-06-01/1975-08-31","1974-01-01/1975-12-01"
"7103",1645,"FORT GOOD HOPE 2","N/A","1897-05-01/1966-12-31","1897-01-01/1966-12-01"
"7104",1644,"FORT GOOD HOPE A","1965-06-19/2012-05-16","1944-08-01/2008-12-31","1944-01-01/2007-09-01"
"7105",27549,"FORT GOOD HOPE CS","1998-04-03/2011-12-21","1998-04-01/2011-12-21","1998-11-01/2007-11-01"
"7106",10687,"FORT LIARD","1994-02-01/2012-05-16","1996-05-01/2012-05-16","1996-05-01/2007-09-01"
"7107",1646,"FORT LIARD A","1973-07-24/2012-05-16","1973-07-01/2008-12-30","1973-01-01/2007-08-01"
"7108",1647,"FORT MCPHERSON","N/A","1892-10-01/1977-06-30","1892-01-01/1977-12-01"
"7109",1648,"FORT MCPHERSON A","1988-05-02/2012-05-16","1981-08-01/2008-12-31","1981-01-01/2007-11-01"
"7110",1649,"FORT MCPHERSON NWLFS","N/A","1974-06-01/1975-08-31","1974-01-01/1974-12-01"
"7111",10902,"FORT PROVIDENCE","1994-02-01/2012-05-16","1994-05-17/2012-05-16","2006-01-01/2007-02-01"
"7112",1651,"FORT PROVIDENCE","1953-01-01/1979-11-30","1943-03-01/1982-07-31","1943-01-01/1982-12-01"
"7113",1652,"FORT RELIANCE","1953-01-01/1991-01-31","1948-10-01/1992-12-30","1948-01-01/1991-11-01"
"7114",8935,"FORT RELIANCE (AUT)","1994-07-03/2012-05-16","1994-09-19/2012-05-16","1996-05-01/2007-08-01"
"7115",1653,"FORT RESOLUTION","N/A","1911-08-01/1936-08-31","1911-01-01/1936-12-01"
"7116",1654,"FORT RESOLUTION A","1954-01-01/2012-05-16","1930-09-01/2009-12-30","1930-01-01/2007-11-01"
"7117",1655,"FORT SIMPSON","1953-01-01/1963-10-31","1895-11-01/1963-10-31","1895-01-01/1963-12-01"
"7118",27609,"FORT SIMPSON","1998-06-19/2000-09-16","1998-06-01/2010-07-11","1998-07-01/2000-08-01"
"7119",1656,"FORT SIMPSON A","1963-11-01/2012-05-16","1963-11-01/2012-05-15","1963-01-01/2010-01-01"
"7120",1657,"FORT SIMPSON CDA","N/A","1961-04-01/1969-12-31","1961-01-01/1969-12-01"
"7121",41944,"FORT SIMPSON CLIMATE","2003-08-28/2012-05-16","2003-08-01/2012-05-14","2003-08-01/2007-11-01"
"7122",1659,"FORT SMITH","N/A","1928-03-01/1946-05-31","1928-01-01/1946-12-01"
"7123",1658,"FORT SMITH","N/A","1913-07-01/1929-02-28","1913-01-01/1929-12-01"
"7124",1660,"FORT SMITH A","1953-01-01/2012-05-16","1943-09-01/2012-05-16","1943-01-01/2011-06-01"
"7125",41884,"FORT SMITH CLIMATE","2003-08-14/2012-05-16","2003-08-01/2012-05-16","2003-08-01/2007-11-01"
"7126",1661,"FRANK CHANNEL","N/A","1974-05-01/1975-08-31","1974-01-01/1975-12-01"
"7127",27798,"GAMETI AIRPORT","2000-03-23/2012-05-16","2000-06-01/2008-12-30","2000-06-01/2007-11-01"
"7128",10929,"GRAY LAKE","1994-02-01/2001-05-18","1994-03-26/2001-05-31","1996-06-01/2000-09-01"
"7129",10886,"GREAT SLAVE LAKE BUOY","N/A","1997-07-01/2001-09-30","N/A"
"7130",26868,"HALDANE RIVER","1995-07-25/1999-05-30","1995-07-25/1999-05-30","1998-07-01/1998-08-01"
"7131",10897,"HANBURY RIVER","1994-02-01/2012-05-16","1994-12-30/2012-05-16","1998-10-01/2007-11-01"
"7132",1662,"HART LAKE","N/A","1974-05-01/1974-08-31","1975-01-01/1975-12-01"
"7133",1663,"HAY RIVER","N/A","1893-09-01/1943-06-30","1894-01-01/1943-12-01"
"7134",1664,"HAY RIVER A","1953-01-01/2012-05-16","1943-04-01/2012-05-16","1943-01-01/2011-08-01"
"7135",41885,"HAY RIVER CLIMATE","2003-08-14/2012-05-16","2003-08-01/2012-05-16","2003-08-01/2007-11-01"
"7136",1665,"HAY RIVER PARADISE GDNS","N/A","1962-05-01/2006-08-31","1962-01-01/2006-08-01"
"7137",1788,"HOLMAN","1953-01-01/1967-10-31","1941-01-01/1969-04-30","1941-01-01/1969-12-01"
"7138",29715,"HOLMAN CS","2000-03-29/2012-05-16","2000-03-01/2012-05-16","2002-09-01/2007-11-01"
"7139",1666,"HORN PLATEAU","N/A","1974-05-01/1974-08-31","1975-01-01/1975-12-01"
"7140",1667,"HORN RIVER","N/A","1973-07-01/1975-01-31","1973-01-01/1975-12-01"
"7141",1668,"HORTON RIVER","N/A","1959-01-01/1963-05-31","1959-01-01/1963-12-01"
"7142",10757,"INDIN RIVER","1994-02-01/2004-11-29","1994-12-18/2002-12-31","1996-05-01/2002-07-01"
"7143",10209,"INNER WHALEBACKS","1994-02-01/2012-05-16","1994-09-07/2012-05-16","1998-08-01/2007-09-01"
"7144",1669,"INUVIK A","1958-11-13/2012-05-16","1957-03-01/2006-03-31","1957-01-01/2006-03-01"
"7145",31470,"INUVIK AWOS A","2008-07-03/2012-05-16","2006-01-01/2012-05-16","2006-06-01/2007-08-01"
"7146",1670,"INUVIK CDA","N/A","1961-05-01/1961-08-31","1961-01-01/1961-12-01"
